Sno,Wardno Name,Circleno Name,Zone,Assessor Address,Latitude,Longitude,Category
8403,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,"COMMUNITY HALL,MAHABHARATNAGAR",17.4133126,78.4633345,COMMUNITY HALLS
8404,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,KHAIRTABAD NEHRUNAGAR C10,17.4117635,78.4625817,COMMUNITY HALLS
8405,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,KHARTHABAD RAJNAGAR COMMUNITY HALL,17.4169524,78.4617135,COMMUNITY HALLS
8406,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,KHA.IRTABAD GANDHI TATA AGAR COMMUNITY HALL,17.4131264,78.4556192,COMMUNITY HALLS
8407,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,"PANJAGUTTA KUMMARA BASTHI,COMMUNITY HALL",17.42448,78.45455,COMMUNITY HALLS
8408,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,DWODU KHANA BASTHI COMMUNITY HALL ANGANWADI,17.4125844,78.4635673,COMMUNITY HALLS
8409,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,VENKATA RAMANA COLONY MAHILA BHAVAN,17.4145375,78.4532637,COMMUNITY HALLS
8410,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,SOMAJIGUDA BASTHI COMMUNITY HALL,17.4233046,78.4592128,COMMUNITY HALLS
8411,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GOVT CIVIL DISPENSARY,KHAIRTABAD",17.4103406,78.4640291,OPEN SPACES
8412,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC OPEN SPACE, KHAIRTABAD MARKET RD,INDIRA NAGAR",17.410687,78.4641486,OPEN SPACES
8413,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"TEMPLE& LIBRARY,KHAIRTABAD MARKET RD,INDIRA NAGAR",17.4107656,78.4639673,OPEN SPACES
8414,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC OPEN SPACE,KHAIRTABAD MARKET RD,INDIRA NAGAR",17.4106228,78.4643858,OPEN SPACES
8415,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC OPEN SPACE,RAJ NAGAR",17.4155679,78.4615291,OPEN SPACES
8416,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC OPENSPACE, ERRAMANZIL COLONY",17.4160654,78.455138,OPEN SPACES
8417,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,OPENSPACE (RAITHU BAZAR UNDER FLYOVER),17.4158267,78.4616361,OPEN SPACES
8418,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC OPEN SPACE,KHAIRTABAD MARKET RD,INDIRA NAGAR",17.4113084,78.463702,OPEN SPACES
8419,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"OPEN SPACE,CBI QURTERS",17.4118889,78.4629985,OPEN SPACES
8420,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC OPEN SPACE,SOMAJIGUDA",17.4221371,78.461153,OPEN SPACES
8421,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC OPEN SPACE (POST OFFICE),RAJ BHAVAN RD",17.4187827,78.461626,OPEN SPACES
8422,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC OPEN SPACE, NEAR GOVT COLLEGE OF NURSING",17.4181536,78.461402,OPEN SPACES
8423,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC OPEN SPACE, NEAR METRO RESIDENCY",17.4173416,78.4611181,OPEN SPACES
8424,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC OPEN SPACE, (GUEST HOUSE),RAJ BHAVAN RD",17.4167993,78.4609222,OPEN SPACES
8425,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC OPEN SPACE, (GUEST HOUSE),RAJ BHAVAN RD",17.416216,78.460756,OPEN SPACES
8426,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC OPEN SPACE,SANGEET NAGAR, SOMAJIGUDA",17.4225114,78.4574869,OPEN SPACES
8427,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC PARK, VENKATA RAMANA COLONY",17.4145275,78.4532538,PARKS
8428,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"ISLAND PARK,KHAIRTABAD X ROADS",17.4137891,78.459839,PARKS
8429,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC PARK, PADMAVATHI NAGAR COLONY",17.4141568,78.4548914,PARKS
8430,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC PARK,BESIDE VISVESVARAYYA STATUE",17.4130951,78.4605789,PARKS
8431,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"ISLAND PARK,KHAIRTABAD X ROADS",17.4135791,78.4602456,PARKS
8432,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"VISWESWARAIAH PARK,KHAIRTABAD X ROADS",17.4143551,78.4604843,PARKS
8433,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,KHAIRATABAD PARK,17.4090005,78.4646381,PARKS
8434,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"GHMC PARK ,KHAIRTABAD MARKET RD",17.4100493,78.4640145,PARKS
8435,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,VISVESVARAYYA STATUE   PARK,17.4132292,78.4604343,PARKS
8436,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"HOCKEY GROUND, KHAIRATHABAD",17.4050852,78.4587322,PLAY GROUNDS
8437,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,ERRAMANZIL COLONY PLAY GROUND,17.4187403,78.4527832,PLAY GROUNDS
8438,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,"OLD CIB QRTS PLAY GROUND,KHAIRATABAD",17.4086179,78.4654118,PLAY GROUNDS
8439,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,KHAIRATABAD PLAY GROUND,17.4100747,78.4635459,PLAY GROUNDS
8440,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,"BUCHI REDDY, CHINTAL BASTHI",17.4073343,78.4580767,DUMPER BINS
8441,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Zilla Parishad -Tata Nagar-2nd lift,17.4134057,78.4568652,DUMPER BINS
8442,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Zilla Parishad-2nd lift,17.4133378,78.4567147,DUMPER BINS
8443,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Subbi Rami Reddy-2nd lift,17.4144753,78.4507023,DUMPER BINS
8444,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Fresh Market-2nd lift,17.4178553,78.454611,DUMPER BINS
8445,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,R&B Quarters-2nd lift,17.4170173,78.4528457,DUMPER BINS
8446,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Model House Panjagutta 2nd lift,17.4246455,78.4543157,DUMPER BINS
8447,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,NIMS Hospital (-Erra manzil Colony )-2nd lift,17.4209417,78.4538223,DUMPER BINS
8448,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Raj Bhavan Post office - 2nd lift,17.4186085,78.4604905,DUMPER BINS
8449,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,??-2nd lift,17.4180822,78.4579782,DUMPER BINS
8450,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Jaffer Ali Bagh- I - 2nd lift,17.423944,78.4567647,DUMPER BINS
8451,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Jaffer Ali Bagh-2nd lift,17.4238085,78.4568103,DUMPER BINS
8452,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Kapadia Lane-2nd lift,17.4230255,78.4583748,DUMPER BINS
8453,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Birla Mandir - 2nd Lift,17.4084212,78.4685398,DUMPER BINS
8454,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Nasar School (Tummala Basthi ) - 2nd Lift,17.4122768,78.4596237,DUMPER BINS
8455,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Degree College ( Chinthal Basthi ) - 2nd Lift,17.4098672,78.4586833,DUMPER BINS
8456,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Regal Theater - 2nd Lift,17.4084183,78.4618283,DUMPER BINS
8457,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Old Ps - 2nd Lift,17.4049523,78.4641623,DUMPER BINS
8458,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Printing Press - 2nd Lift,17.410502,78.4654028,DUMPER BINS
8459,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Khairathabad Library - 2nd Lift,17.4112353,78.463634,DUMPER BINS
8460,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Fresh Market - 1st Lift,17.4178248,78.4545917,DUMPER BINS
8461,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Zilla Parishad -Tata Nagar - 1st Lift,17.4134463,78.456673,DUMPER BINS
8462,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,NIMS Hospital (Erra manzil Colony ) - 1st Lift,17.4209665,78.4539155,DUMPER BINS
8463,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Zilla Parishad,17.413388,78.4567332,DUMPER BINS
8464,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,"Rajendra Prasad ,Anand Nagar Colony - 1st Lift",17.4127772,78.4526622,DUMPER BINS
8465,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Subbi Rami Reddy - 1st Lift,17.414449,78.4508317,DUMPER BINS
8466,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,?? - 1st Lift,17.4180867,78.4578712,DUMPER BINS
8467,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Model House Panjagutta - 1st Lift,17.4245812,78.4540612,DUMPER BINS
8468,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Raj Bhavan Post office - 1st Lift,17.4186288,78.460517,DUMPER BINS
8469,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Jaffer Ali Bagh - I - 1st Lift,17.4238203,78.4568908,DUMPER BINS
8470,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Jaffer Ali Bagh - 1st Lift,17.4237878,78.4568477,DUMPER BINS
8471,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Kapadia Lane - 1st Lift,17.4231187,78.4583155,DUMPER BINS
8472,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Birla Mandir - 1st Lift,17.4082658,78.4684242,DUMPER BINS
8473,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Printing Press - 1st Lift,17.4104798,78.4655183,DUMPER BINS
8474,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Khairathabad Library - 1st Lift,17.4112108,78.4636368,DUMPER BINS
8475,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Opp.RBI - 1st Lift,17.4086552,78.4726518,DUMPER BINS
8476,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Old Ps - 1st Lift,17.404629,78.4633228,DUMPER BINS
8477,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Regal Theater - 1st Lift,17.4083933,78.4619173,DUMPER BINS
8478,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Nasar School (Tummala Basthi )- 1st Lift,17.4123667,78.4596078,DUMPER BINS
8479,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Degree College ( Chinthal Basthi ) - 1st Lift,17.4100452,78.458698,DUMPER BINS
8480,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Dwaraka Puri Colony.Sai Baba Temple,17.422983,78.4492878,DUMPER BINS
8481,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,"Fruit Shop,Dwarakapuri Colony",17.4237375,78.4516833,DUMPER BINS
8482,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Mahabharath Nagar,17.4132548,78.4647325,DUMPER BINS
8483,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Pooja Apartment,17.4071297,78.4602212,DUMPER BINS
8484,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Tulasi Tiffin Center,17.4076995,78.458476,DUMPER BINS
8485,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Cib Quarters Ward Office Side,17.4094525,78.4642738,DUMPER BINS
8486,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Meera Theater,17.4074808,78.4640038,DUMPER BINS
8487,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Telephone Bhavan,17.4077532,78.4668283,DUMPER BINS
8488,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Mukthi Raj Gunj Darga (Neclace Road,17.4170485,78.4642387,DUMPER BINS
8489,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Primer Hotel,17.407477,78.459869,DUMPER BINS
8490,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Mangal Point (Makthal),17.4191497,78.4630335,DUMPER BINS
8491,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Ms Makta Darga,17.4185435,78.464174,DUMPER BINS
8492,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Shareef Maidan,17.4138897,78.4626695,DUMPER BINS
8493,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Balapoor Basthi Paper Shop,17.4200778,78.4501562,DUMPER BINS
8494,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,"Balapur Basthi,Poojari Gally",17.4204642,78.4534887,DUMPER BINS
8495,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Inteligence Office,17.4137908,78.4587757,DUMPER BINS
8496,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Staff College,17.4153092,78.4603457,DUMPER BINS
8497,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,R.T.A.Office,17.4169918,78.4581745,DUMPER BINS
8498,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Tabela,17.4189462,78.4563803,DUMPER BINS
8499,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,"Panchayath Raj ,Erra Manzil Colony",17.4192327,78.451703,DUMPER BINS
8500,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Dwaraka puri Colony Fruit Market,17.4237145,78.4517557,DUMPER BINS
8501,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Sai Baba Temple Dwaraka Puri Colony,17.4229217,78.4493953,DUMPER BINS
8502,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Balapoor Basthi Community Hall,17.4199383,78.4491765,DUMPER BINS
8503,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Balapoor Basthi - Old Toilets,17.4205482,78.4512063,DUMPER BINS
8504,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Raj Bhavan Inside Admin office,17.4203257,78.4604932,DUMPER BINS
8505,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Raj Bhavan Post office - I,17.4186472,78.460525,DUMPER BINS
8506,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Indira Nagar,17.4125127,78.4640118,DUMPER BINS
8507,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,CIB Quarters,17.4085988,78.4661212,DUMPER BINS
8508,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Meera Theater,17.4078058,78.4638192,DUMPER BINS
8509,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Secretariate,17.4089537,78.4713768,DUMPER BINS
8510,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Ravindra Bharathi,17.403708,78.4673675,DUMPER BINS
8511,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL ZONE,Lumbini Park,17.4085268,78.4727425,DUMPER BINS
8512,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,ERRAM MANZIL,17.4186033,78.4547847,HERITAGE BUILDINGS
8513,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,BELLA VISTA (ADMINISTRATVIE STAFF COLLEGE),17.4152269,78.4591189,HERITAGE BUILDINGS
8514,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,DILKUSHA GUEST HOUSE,17.4206921,78.4620607,HERITAGE BUILDINGS
8515,91-KHAIRTABAD,17-KHAIRATABAD,CENTRAL  ZONE,COLLEGE OF NURSING,17.4178148,78.4608373,HERITAGE BUILDINGS
8516,91KHAIRTABAD,17-KHAIRTABAD,Not assigned,LAKDIKAPOOL DWARAKA HOTEL,17.406792,78.464092,ANNAPURNA MEALS
8517,91KHAIRTABAD,17-KHAIRTABAD,Not assigned,NIMS HOSPITAL,17.4213265,78.4517873,ANNAPURNA MEALS
8518,91KHAIRTABAD,17-KHAIRTABAD,Not assigned,KHAIRATHABAD,17.410434,78.467173,ANNAPURNA MEALS
8519,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,null,17.4219557,78.4491245,TOILETS
8520,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,GHMC TOILET,17.4229686,78.448929,TOILETS
8521,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,null,17.4161679,78.4487346,TOILETS
8522,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,REPET  ENTRY,17.4230785,78.4486829,TOILETS
8523,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,ROAD  NO 7     BANJARAHILLS   H.M.W.S  &SB  OFFICE OF THE  MANAGER,17.4183879,78.4479451,TOILETS
8524,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,null,17.4190319,78.4478264,TOILETS
8525,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,J.V.R.PARK,17.4238433,78.4470512,TOILETS
8526,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,null,17.4273273,78.4428991,TOILETS
8527,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,REPET  ENTRY,17.4188407,78.4420205,TOILETS
8528,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,REPET  ENTRY,17.427249,78.4407979,TOILETS
8529,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,null,17.4274527,78.4406032,TOILETS
8530,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,null,17.4277764,78.439706,TOILETS
8531,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,ROAD  NO 2RAMEHWARA  PETROL   BUNK,17.4277617,78.4396911,TOILETS
8532,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,REPET  ENTRY,17.4223254,78.4365012,TOILETS
8533,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,REPET  ENTRY,17.4200548,78.4311375,TOILETS
8534,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,BASAVATARAKAM  CANCER  HOSPITALROAD  NO  14  BANJARAHILLS,17.4172388,78.4296945,TOILETS
8535,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,REPET ENTRY,17.4167005,78.4290419,TOILETS
8536,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,CINEPLEX   ROAD  NO  2  BANJARAHILLS,17.4231001,78.4275895,TOILETS
8537,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,null,17.4226979,78.4266543,TOILETS
8538,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,Not assigned,BASAVA TARAKA CANCER HOSPITAL,17.417119,78.4286104,ANNAPURNA MEALS
8539,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,SBI COLONY PARK UNION WELFARE ASSOCIATION COMMUNITY HALL,17.42491,78.4370911,COMMUNITY HALLS
8540,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,"MAHILA SAMAJ,SRINAGAR COLONY",17.4296873,78.4392018,COMMUNITY HALLS
8541,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,KESAVA NAGAR WELFARE ASSOCIATION,17.4291819,78.4451187,COMMUNITY HALLS
8542,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,GANDHIPURA BASTHI COMMUNITY HALL,17.4209772,78.442737,COMMUNITY HALLS
8543,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,GHMC DALITHA JATIYA COMMUNITY HALL,17.4291633,78.448713,COMMUNITY HALLS
8544,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,GOURI SHANKAR NAGAR COLONY COMMUNITY HALL 2 UNDER CONSTRICTION,17.4141147,78.4415051,COMMUNITY HALLS
8545,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,GOURI SHANKAR COLONY COMMUNITY HALL,17.4142522,78.4414966,COMMUNITY HALLS
8546,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,MANDI NAGAR COMMUNITY HALL,17.4188154,78.4317038,COMMUNITY HALLS
8547,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,SRI VENKATESHWARA NAGAR COMMUNITY HALL,17.4218926,78.4307049,COMMUNITY HALLS
8548,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,VENKATESHWARA NAGAR COMMUNITY HALL,17.4209555,78.4369522,COMMUNITY HALLS
8549,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,SOWKATH NAGAR COMMUNITY HALL NO2,17.4253184,78.4365679,COMMUNITY HALLS
8550,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,SOWKATH NAGAR COMMUNITY HALL 1,17.4250645,78.4365114,COMMUNITY HALLS
8551,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,DOODKHANA BASTHI COMMUNITY HALL,17.4188214,78.4425471,COMMUNITY HALLS
8552,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,SUKUDEV NAGAR COMMUNITY HALL 1 ANGANWADI,17.4198128,78.4457973,COMMUNITY HALLS
8553,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,DEVARAKONDA BASTHI COMMUNITY HALL,17.4248241,78.4440968,COMMUNITY HALLS
8554,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL ZONE,SINGADI BASTHI COMMUNITY HALL,17.4141626,78.4353634,COMMUNITY HALLS
8555,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,URBAN PRIMARY HEALTH CENTRE,17.4251718,78.4365263,OPEN SPACES
8556,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,SRI NAGAR COLONY GRAVEYARD,17.429823,78.4439978,OPEN SPACES
8557,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,"OPENSPACE,BEHIND BANJARA HILL POLICE STATION",17.4220354,78.4368116,OPEN SPACES
8558,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,"GHMC OPENSPACE, ROAD NO 11,RD NUMBER 11,GOURI SHANKAR NAGAR COLONY",17.415383,78.4386879,OPEN SPACES
8559,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,"GHMC OPENSPACE, ACHUTA CORP SOCIETY ROAD",17.4141446,78.4396526,OPEN SPACES
8560,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,"GHMC OPENSPACE ROAD NO 10,GOWRI SHANKAR NAGAR COLONY",17.4152951,78.4410102,OPEN SPACES
8561,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,"GHMC OPENSPACE, ROAD NO 10,GOWRI SHANKAR NAGAR COLONY",17.4154208,78.4414012,OPEN SPACES
8562,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,"GHMC OPENSPACE,ZAHARA NAGAR,BANJARA HILLS",17.4159,78.4464934,OPEN SPACES
8563,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,"GHMC OPENSPACE, GREEN VALLEY,BANJARA HILLS",17.4250468,78.4447917,OPEN SPACES
8564,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,"GHMC OPENSPACE,GREEN VALLEY,BANJARA HILLS",17.4251489,78.4449703,OPEN SPACES
8565,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,"GHMC OPENSPACE,AK ENCLAVE, PANCHAVATI SOCIETY COLONY",17.4258596,78.4423477,OPEN SPACES
8566,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,"GHMC OPENSPACE,GREEN VALLEY, BANJARA HILLS",17.4231269,78.4390439,OPEN SPACES
8567,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,"GHMC OPENSPACE ,GREEN VALLEY, BANJARA HILLS",17.4232879,78.4385331,OPEN SPACES
8568,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,"GHMC OPENSPACE, GREEN VALLEY, BANJARA HILLS",17.42454,78.4384091,OPEN SPACES
8569,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,"GHMC OPENSPACE,PRATAP NAGAR RD,NORTH H BLOCK,VST COLONY",17.4290326,78.446821,OPEN SPACES
8570,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,"GHMC OPEN SPACE,SAGAR SOCIETY, SRI NAGAR COLONY",17.4294989,78.4374242,OPEN SPACES
8571,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,"GHMC OPEN SPACE,PADMAJA COURTS II",17.4295447,78.4379427,OPEN SPACES
8572,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,CENTRAL  ZONE,SBI COLONY PARK UNION WELFARE ASSOCIATION PARK,17.4250617,78.4370888,PARKS
